id,Pdx,Sdx,number_of_patient
3882,I500,N085,3
3883,I500,N10,9
3884,I500,N12,1
3885,I500,N132,1
3886,I500,N170,7
3887,I500,N179,168
3888,I500,N182,3
3889,I500,N183,46
3890,I500,N184,38
3891,I500,N185,26
3892,I500,N189,41
3893,I500,N19,2
3894,I500,N200,1
3895,I500,N210,1
3896,I500,N280,1
3897,I500,N300,5
3898,I500,N319,3
3899,I500,N359,1
3900,I500,N390,36
3901,I500,N394,1
3902,I500,N40,21
3903,I500,N433,1
3904,I500,N63,2
3905,I500,N800,1
3906,I500,N841,1
3907,I500,N939,1
3908,I500,Q201,3
3909,I500,Q202,1
3910,I500,Q204,1
3911,I500,Q210,5
3912,I500,Q211,6
3913,I500,Q212,2
3914,I500,Q213,1
3915,I500,Q221,1
3916,I500,Q233,1
3917,I500,Q241,1
3918,I500,Q246,1
3919,I500,Q248,1
3920,I500,Q249,1
3921,I500,Q250,4
3922,I500,Q254,2
3923,I500,Q255,1
3924,I500,Q870,1
3925,I500,Q909,1
3926,I500,Q998,1
3927,I500,R001,3
3928,I500,R02,1
3929,I500,R061,1
3930,I500,R062,1
3931,I500,R068,1
3932,I500,R090,1
3933,I500,R101,1
3934,I500,R160,2
3935,I500,R18,2
3936,I500,R270,1
3937,I500,R31,13
3938,I500,R33,4
3939,I500,R35,2
3940,I500,R392,8
3941,I500,R418,1
3942,I500,R509,2
3943,I500,R51,1
3944,I500,R570,15
3945,I500,R571,2
3946,I500,R572,10
3947,I500,R609,2
3948,I500,R628,2
3949,I500,R638,1
3950,I500,R730,4
3951,I500,R731,5
3952,I500,R739,2
3953,I500,R748,1
3954,I500,R770,1
3955,I500,R80,2
3956,I500,R828,1
3957,I500,R91,1
3958,I500,R932,1
3959,I500,R945,3
3960,I500,T808,1
3961,I500,T810,1
3962,I500,T827,1
3963,I500,T828,1
3964,I501,A090,1
3965,I501,A499,1
3966,I501,b181,2
3967,I501,B203,1
3968,I501,B24,1
3969,I501,B259,1
3970,I501,C349,1
3971,I501,C509,1
3972,I501,D381,1
3973,I501,D474,1
3974,I501,D509,4
3975,I501,D62,2
3976,I501,D638,3
3977,I501,D649,1
3978,I501,D683,3
3979,I501,D689,1
3980,I501,D696,1
3981,I501,E039,3
3982,I501,E041,1
3983,I501,E112,1
3984,I501,E117,1
3985,I501,E119,12
3986,I501,E149,3
3987,I501,E162,1
3988,I501,E211,1
3989,I501,E559,3
3990,I501,E668,2
3991,I501,E669,4
3992,I501,E789,23
3993,I501,E833,1
3994,I501,E834,5
3995,I501,E870,1
3996,I501,E871,1
3997,I501,E872,1
3998,I501,E876,4
3999,I501,F059,1
4000,I501,F410,1
4001,I501,G409,1
4002,I501,G459,1
4003,I501,G473,5
4004,I501,G931,2
4005,I501,H360,1
4006,I501,I050,1
4007,I501,I051,2
4008,I501,I10,27
4009,I501,I130,1
4010,I501,I201,1
4011,I501,I219,1
4012,I501,I251,13
4013,I501,I255,1
4014,I501,I270,2
4015,I501,I272,1
4016,I501,I313,1
4017,I501,I350,2
4018,I501,I351,2
4019,I501,I420,3
4020,I501,I442,1
4021,I501,I451,1
4022,I501,I460,2
4023,I501,I471,1
4024,I501,I472,1
4025,I501,I48,14
4026,I501,I495,3
4027,I501,I513,1
4028,I501,I514,2
4029,I501,I652,1
4030,I501,I710,1
4031,I501,I739,1
4032,I501,I830,1
4033,I501,J150,1
4034,I501,J181,1
4035,I501,J189,3
4036,I501,J209,1
4037,I501,J449,1
4038,I501,J459,1
4039,I501,J690,1
4040,I501,J82,1
4041,I501,J90,1
4042,I501,J960,5
4043,I501,K259,1
4044,I501,K291,1
4045,I501,K703,2
4046,I501,K729,1
4047,I501,K759,1
4048,I501,K763,1
4049,I501,K766,1
4050,I501,K802,1
4051,I501,L680,1
4052,I501,M1099,2
4053,I501,M1189,1
4054,I501,M4306,1
4055,I501,N083,2
4056,I501,N10,1
4057,I501,N170,1
4058,I501,N179,11
4059,I501,N183,4
4060,I501,N184,3
4061,I501,N185,2
4062,I501,N189,2
4063,I501,N319,1
4064,I501,N390,4
4065,I501,N40,1
4066,I501,N911,2
4067,I501,R001,1
4068,I501,R060,1
4069,I501,R31,1
4070,I501,R33,1
4071,I501,R402,1
4072,I501,R570,1
4073,I501,R731,2
4074,I501,T821,1
4075,I509,A047,1
4076,I509,A090,1
4077,I509,A162,1
4078,I509,A165,1
4079,I509,A419,2
4080,I509,b181,1
4081,I509,B182,1
4082,I509,B789,1
4083,I509,C189,1
4084,I509,C509,1
4085,I509,C61,1
4086,I509,C795,1
4087,I509,D509,6
4088,I509,D638,5
4089,I509,D649,3
4090,I509,D65,1
4091,I509,D689,1
4092,I509,D696,1
4093,I509,D728,1
4094,I509,E02,1
4095,I509,E039,6
4096,I509,E059,1
4097,I509,E119,12
4098,I509,E149,7
4099,I509,E222,1
4100,I509,E279,2
4101,I509,E669,1
4102,I509,E785,1
4103,I509,E789,20
4104,I509,E806,1
4105,I509,E834,9
4106,I509,E835,1
4107,I509,E870,1
4108,I509,E871,6
4109,I509,E872,2
4110,I509,E875,2
4111,I509,E876,14
4112,I509,F03,1
4113,I509,F059,2
4114,I509,F152,1
4115,I509,G20,1
4116,I509,G309,3
4117,I509,G409,1
4118,I509,G473,2
4119,I509,G819,2
4120,I509,H160,1
4121,I509,I071,1
4122,I509,I10,38
4123,I509,I139,2
4124,I509,I214,2
4125,I509,I251,13
4126,I509,I255,1
4127,I509,I259,1
4128,I509,I270,2
4129,I509,I272,1
4130,I509,I340,3
4131,I509,I350,1
4132,I509,I420,4
4133,I509,I426,1
4134,I509,I428,1
4135,I509,I429,2
4136,I509,I442,1
4137,I509,I48,23
4138,I509,I517,1
4139,I509,I619,1
4140,I509,I633,1
4141,I509,I634,1
4142,I509,I694,7
4143,I509,I714,1
4144,I509,I802,1
4145,I509,J069,1
4146,I509,J189,3
4147,I509,J209,2
4148,I509,J398,1
4149,I509,J441,2
4150,I509,J449,5
4151,I509,J459,1
4152,I509,J47,1
4153,I509,J690,1
4154,I509,J81,4
4155,I509,J90,4
4156,I509,J960,3
4157,I509,J991,1
4158,I509,K719,1
4159,I509,K746,1
4160,I509,K758,1
4161,I509,L120,1
4162,I509,M1099,2
4163,I509,M2554,1
4164,I509,M2556,1
4165,I509,M321,1
4166,I509,M8199,2
4167,I509,N10,1
4168,I509,N179,15
4169,I509,N183,6
4170,I509,N184,3
4171,I509,N185,4
4172,I509,N189,6
4173,I509,N390,4
4174,I509,N40,5
4175,I509,N808,1
4176,I509,Q200,1
4177,I509,Q250,1
4178,I509,Q612,1
4179,I509,R001,1
4180,I509,R18,1
4181,I509,R31,1
4182,I509,R392,1
4183,I509,R509,1
4184,I509,R570,3
4185,I509,R572,1
4186,I509,R731,2
4187,I509,R740,1
4188,I509,R799,1
4189,I509,R91,1
4190,I510,C900,1
4191,I510,D569,1
4192,I510,D649,1
4193,I510,E875,1
4194,I510,I270,1
4195,I510,I272,2
4196,I510,I340,1
4197,I510,I361,1
4198,I510,I501,1
4199,I510,N63,1
4200,I514,A099,1
4201,I514,B954,1
4202,I514,D591,1
4203,I514,D638,1
4204,I514,D696,1
4205,I514,E789,2
4206,I514,I10,2
4207,I514,I253,1
4208,I514,I441,1
4209,I514,I64,1
4210,I514,I776,1
4211,I514,M321,1
4212,I514,N085,1
4213,I514,N185,1
4214,I514,R568,1
4215,I514,R731,1
4216,I514,T802,1
4217,I518,D649,1
4218,I518,E119,1
4219,I518,E789,1
4220,I518,E871,1
4221,I518,I10,2
4222,I518,I428,1
4223,I518,I472,1
4224,I519,I10,1
4225,I519,I340,1
4226,I519,I361,1
4227,I519,I48,1
4228,I519,R731,1
4229,I600,A415,1
4230,I600,B182,1
4231,I600,B962,2
4232,I600,D696,1
4233,I600,E119,2
4234,I600,E162,1
4235,I600,E785,1
4236,I600,E870,1
4237,I600,E871,3
4238,I600,E872,1
4239,I600,E876,3
4240,I600,G039,1
4241,I600,G459,2
4242,I600,G911,6
4243,I600,G919,3
4244,I600,G960,1
4245,I600,H470,1
4246,I600,I10,3
4247,I600,I251,1
4248,I600,I260,2
4249,I600,I460,2
4250,I600,I48,1
4251,I600,I500,2
4252,I600,I615,2
4253,I600,I639,1
4254,I600,I668,1
4255,I600,I802,1
4256,I600,J150,1
4257,I600,J151,2
4258,I600,J152,1
4259,I600,J156,1
4260,I600,J158,1
4261,I600,J189,1
4262,I600,J677,1
4263,I600,J952,2
4264,I600,N179,1
4265,I600,N390,4
4266,I600,R568,1
4267,I600,R572,1
4268,I600,T801,1
4269,I600,T828,1
4270,I601,A169,1
4271,I601,A415,3
4272,I601,A419,3
4273,I601,B962,1
4274,I601,C539,1
4275,I601,C900,1
4276,I601,D62,3
4277,I601,D683,1
4278,I601,D689,1
4279,I601,E119,4
4280,I601,E222,1
4281,I601,E785,3
4282,I601,E871,5
4283,I601,E876,6
4284,I601,G039,2
4285,I601,G459,9
4286,I601,G819,1
4287,I601,G911,1
4288,I601,G919,4
4289,I601,G935,1
4290,I601,G936,1
4291,I601,I10,9
4292,I601,I214,1
4293,I601,I469,1
4294,I601,I471,1
4295,I601,I48,2
4296,I601,I500,1
4297,I601,I611,1
4298,I601,I615,2
4299,I601,I619,1
4300,I601,I639,2
4301,I601,I652,1
4302,I601,I671,3
4303,I601,I728,1
4304,I601,J150,3
4305,I601,J151,1
4306,I601,J152,1
4307,I601,J156,3
4308,I601,J189,6
4309,I601,J439,1
4310,I601,J440,1
4311,I601,J65,1
4312,I601,J81,1
4313,I601,J950,1
4314,I601,J952,3
4315,I601,J960,1
4316,I601,J981,1
4317,I601,K710,1
4318,I601,K715,1
4319,I601,L893,1
4320,I601,N179,2
4321,I601,N390,6
4322,I601,R572,1
4323,I601,T810,3
4324,I601,T827,1
4325,I602,A410,1
4326,I602,A411,1
4327,I602,A415,4
4328,I602,A419,5
4329,I602,B001,1
4330,I602,b181,2
4331,I602,B182,1
4332,I602,B962,1
4333,I602,B965,1
4334,I602,C509,1
4335,I602,C833,1
4336,I602,D500,1
4337,I602,D62,4
4338,I602,D689,3
4339,I602,D696,1
4340,I602,E032,1
4341,I602,E039,2
4342,I602,E050,1
4343,I602,E119,4
4344,I602,E222,4
4345,I602,E232,3
4346,I602,E785,2
4347,I602,E789,1
4348,I602,E833,1
4349,I602,E834,2
4350,I602,E835,2
4351,I602,E870,2
4352,I602,E871,23
4353,I602,E875,1
4354,I602,E876,13
4355,I602,E877,1
4356,I602,F162,1
4357,I602,G003,1
4358,I602,G009,4
4359,I602,G409,1
4360,I602,G459,25
4361,I602,G822,1
4362,I602,G910,1
4363,I602,G911,12
4364,I602,G919,6
4365,I602,G930,2
4366,I602,G932,1
4367,I602,G934,1
4368,I602,G935,2
4369,I602,G936,4
4370,I602,G960,1
4371,I602,H598,1
4372,I602,I10,25
4373,I602,I158,1
4374,I602,I469,1
4375,I602,I48,3
4376,I602,I493,1
4377,I602,I500,1
4378,I602,I601,1
4379,I602,I609,1
4380,I602,I611,2
4381,I602,I615,8
4382,I602,I639,3
4383,I602,I671,8
4384,I602,I725,1
4385,I602,J013,1
4386,I602,J150,2
4387,I602,J151,1
4388,I602,J152,3
4389,I602,J154,1
4390,I602,J155,1
4391,I602,J156,6
4392,I602,J158,1
4393,I602,J159,3
4394,I602,J189,4
4395,I602,J459,2
4396,I602,J90,1
4397,I602,J931,1
4398,I602,J950,1
4399,I602,J952,9
4400,I602,J960,2
4401,I602,J988,1
4402,I602,K590,2
4403,I602,K712,1
4404,I602,L021,1
4405,I602,L031,2
4406,I602,L120,1
4407,I602,L270,1
4408,I602,L899,1
4409,I602,M1099,2
4410,I602,M321,1
4411,I602,N179,6
4412,I602,N185,1
4413,I602,N390,13
4414,I602,R000,1
4415,I602,R101,3
4416,I602,R11,1
4417,I602,R31,1
4418,I602,R568,1
4419,I602,R572,1
4420,I602,R659,1
4421,I602,R740,1
4422,I602,T801,2
4423,I602,T810,1
4424,I602,T814,2
4425,I602,T818,1
4426,I603,A415,6
4427,I603,A419,3
4428,I603,B962,2
4429,I603,C187,1
4430,I603,D180,1
4431,I603,D320,1
4432,I603,D500,1
4433,I603,D561,1
4434,I603,D62,3
4435,I603,D65,2
4436,I603,D689,1
4437,I603,D696,2
4438,I603,E038,1
4439,I603,E059,1
4440,I603,E119,4
4441,I603,E222,5
4442,I603,E785,3
4443,I603,E786,1
4444,I603,E789,1
4445,I603,E833,1
4446,I603,E834,3
4447,I603,E835,1
4448,I603,E870,1
4449,I603,E871,9
4450,I603,E872,1
4451,I603,E876,10
4452,I603,E877,1
4453,I603,F058,1
4454,I603,F321,1
4455,I603,G459,10
4456,I603,G819,4
4457,I603,G910,1
4458,I603,G911,5
4459,I603,G919,3
4460,I603,G935,1
4461,I603,G936,2
4462,I603,G960,1
4463,I603,H050,1
4464,I603,H472,1
4465,I603,I051,1
4466,I603,I10,15
4467,I603,I208,1
4468,I603,I219,1
4469,I603,I269,1
4470,I603,I350,1
4471,I603,I420,1
4472,I603,I48,4
4473,I603,I500,1
4474,I603,I600,1
4475,I603,I611,1
4476,I603,I615,3
4477,I603,I635,2
4478,I603,I639,2
4479,I603,I663,1
4480,I603,I671,5
4481,I603,I694,1
4482,I603,I710,1
4483,I603,I802,1
4484,I603,I809,1
4485,I603,J150,4
4486,I603,J151,2
4487,I603,J156,2
4488,I603,J181,2
4489,I603,J189,2
4490,I603,J329,1
4491,I603,J441,1
4492,I603,J459,1
4493,I603,J80,1
4494,I603,J81,1
4495,I603,J91,1
4496,I603,J952,4
4497,I603,J960,3
4498,I603,K567,1
4499,I603,K712,1
4500,I603,K913,1
4501,I603,L270,1
4502,I603,N179,3
4503,I603,N189,2
4504,I603,N390,7
4505,I603,N40,1
4506,I603,R000,1
4507,I603,R392,1
4508,I603,R470,2
4509,I603,R51,1
4510,I603,R568,3
4511,I603,R572,2
4512,I603,R578,1
4513,I603,T813,1
4514,I603,T817,1
4515,I603,T827,2
4516,I604,A410,1
4517,I604,A415,1
4518,I604,B964,1
4519,I604,D62,2
4520,I604,E110,1
4521,I604,E119,1
4522,I604,E162,1
4523,I604,E222,1
4524,I604,E785,2
4525,I604,E834,1
4526,I604,E871,1
4527,I604,E876,1
4528,I604,G459,5
4529,I604,G911,2
4530,I604,G919,1
4531,I604,I10,5
4532,I604,I208,1
4533,I604,I48,2
4534,I604,I493,1
4535,I604,I500,2
4536,I604,I600,1
4537,I604,I605,1
4538,I604,I615,1
4539,I604,I636,1
4540,I604,I670,1
4541,I604,I671,1
4542,I604,J150,1
4543,I604,J151,1
4544,I604,J156,1
4545,I604,J189,2
4546,I604,J81,1
4547,I604,J952,1
4548,I604,J960,1
4549,I604,L031,1
4550,I604,M1099,1
4551,I604,N179,2
4552,I604,N300,1
4553,I604,N390,4
4554,I604,Q282,1
4555,I604,R572,2
4556,I604,T801,2
4557,I604,T813,1
4558,I605,A411,1
4559,I605,A415,3
4560,I605,E119,1
4561,I605,E785,1
4562,I605,E872,1
4563,I605,G049,1
4564,I605,G459,1
4565,I605,G819,1
4566,I605,G911,4
4567,I605,G919,1
4568,I605,G960,1
4569,I605,I10,3
4570,I605,I269,1
4571,I605,I431,1
4572,I605,I500,1
4573,I605,I652,1
4574,I605,I671,1
4575,I605,I743,1
4576,I605,J150,2
4577,I605,J152,2
4578,I605,J156,1
4579,I605,J950,1
4580,I605,K720,1
4581,I605,K746,1
4582,I605,N179,1
4583,I605,N184,1
4584,I605,N390,2
4585,I605,N40,1
4586,I605,N412,1
4587,I605,R568,1
4588,I605,T810,1
4589,I606,B377,1
4590,I606,D62,1
4591,I606,E870,1
4592,I606,E876,2
4593,I606,G048,1
4594,I606,G919,1
4595,I606,I609,1
4596,I606,I615,1
4597,I606,I639,1
4598,I606,J158,1
4599,I607,D689,1
4600,I607,E871,3
4601,I607,G459,1
4602,I607,G910,1
4603,I607,G911,2
4604,I607,G919,1
4605,I607,I639,1
4606,I607,J189,1
4607,I607,J952,2
4608,I607,J960,1
4609,I607,R509,1
4610,I607,T828,1
4611,I608,A411,1
4612,I608,A415,1
4613,I608,A419,1
4614,I608,B961,1
4615,I608,E222,3
4616,I608,E789,1
4617,I608,E834,1
4618,I608,E871,2
4619,I608,E876,4
4620,I608,G009,1
4621,I608,G461,1
4622,I608,G910,1
4623,I608,G911,6
4624,I608,G919,2
4625,I608,H110,1
4626,I608,I10,3
4627,I608,I500,1
4628,I608,I615,1
4629,I608,I658,1
4630,I608,I661,1
4631,I608,I739,1
4632,I608,J151,1
4633,I608,J156,4
4634,I608,J189,1
4635,I608,J459,2
4636,I608,J81,1
4637,I608,J952,4
4638,I608,J960,2
4639,I608,K922,1
4640,I608,N390,4
4641,I608,R568,1
4642,I608,R572,1
4643,I609,A415,1
4644,I609,b181,1
4645,I609,B962,2
4646,I609,D62,4
4647,I609,D689,2
4648,I609,D696,1
4649,I609,D70,1
4650,I609,E059,2
4651,I609,E119,8
4652,I609,E785,3
4653,I609,E789,3
4654,I609,E833,1
4655,I609,E834,1
4656,I609,E835,1
4657,I609,E870,1
4658,I609,E871,6
4659,I609,E875,1
4660,I609,E876,6
4661,I609,E877,2
4662,I609,F329,1
4663,I609,G459,3
4664,I609,G819,2
4665,I609,G822,1
4666,I609,G911,7
4667,I609,G919,6
4668,I609,G935,1
4669,I609,G936,1
4670,I609,H669,1
4671,I609,I10,20
4672,I609,I159,1
4673,I609,I251,1
4674,I609,I350,1
4675,I609,I460,1
4676,I609,I48,3
4677,I609,I500,3
4678,I609,I509,1
4679,I609,I611,1
4680,I609,I613,1
4681,I609,I615,8
4682,I609,I616,2
4683,I609,I619,1
4684,I609,I620,1
4685,I609,I639,1
4686,I609,I694,2
4687,I609,I720,1
4688,I609,J150,2
4689,I609,J156,1
4690,I609,J189,2
4691,I609,J449,1
4692,I609,J459,1
4693,I609,J90,1
4694,I609,J952,1
4695,I609,J981,1
4696,I609,K30,1
4697,I609,K590,1
4698,I609,K703,1
4699,I609,L031,2
4700,I609,L899,1
4701,I609,M2441,1
4702,I609,M4809,1
4703,I609,N141,1
4704,I609,N179,3
4705,I609,N185,2
4706,I609,N189,3
4707,I609,N300,1
4708,I609,N390,6
4709,I609,Q282,2
4710,I609,R31,2
4711,I609,R33,1
4712,I609,R568,1
4713,I609,R579,2
4714,I609,T801,1
4715,I609,T827,1
4716,I610,A169,1
4717,I610,A409,1
4718,I610,A410,1
4719,I610,A415,3
4720,I610,A419,3
4721,I610,A499,1
4722,I610,b181,1
4723,I610,B962,1
4724,I610,B968,1
4725,I610,C20,1
4726,I610,C509,1
4727,I610,C539,1
4728,I610,D300,1
4729,I610,D333,1
4730,I610,D379,1
4731,I610,D62,7
4732,I610,D638,2
4733,I610,D683,2
4734,I610,D689,2
4735,I610,D696,2
4736,I610,E039,1
4737,I610,E059,1
4738,I610,E112,1
4739,I610,E119,27
4740,I610,E149,2
4741,I610,E669,1
4742,I610,E785,15
4743,I610,E789,22
4744,I610,E833,1
4745,I610,E834,1
4746,I610,E835,1
4747,I610,E870,3
4748,I610,E871,4
4749,I610,E872,1
4750,I610,E873,1
4751,I610,E875,1
4752,I610,E876,12
4753,I610,E877,1
4754,I610,E880,1
4755,I610,F03,3
4756,I610,F058,1
4757,I610,F103,2
4758,I610,F171,1
4759,I610,F29,1
4760,I610,G319,1
4761,I610,G409,2
4762,I610,G459,1
4763,I610,G473,1
4764,I610,G479,1
4765,I610,G510,2
4766,I610,G811,1
4767,I610,G819,13
4768,I610,G825,1
4769,I610,G911,5
4770,I610,G919,5
4771,I610,G931,1
4772,I610,G935,12
4773,I610,G992,1
4774,I610,H259,1
4775,I610,I10,109
4776,I610,I119,1
4777,I610,I214,1
4778,I610,I219,1
4779,I610,I251,4
4780,I610,I269,1
4781,I610,I272,1
4782,I610,I330,1
4783,I610,I38,1
4784,I610,I460,1
4785,I610,I48,6
4786,I610,I499,1
4787,I610,I509,1
4788,I610,I609,2
4789,I610,I611,3
4790,I610,I615,19
4791,I610,I616,5
4792,I610,I639,1
4793,I610,I671,2
4794,I610,I691,1
4795,I610,I694,9
4796,I610,I722,1
4797,I610,I772,1
4798,I610,I802,1
4799,I610,I809,1
4800,I610,J150,5
4801,I610,J151,2
4802,I610,J152,1
4803,I610,J156,5
4804,I610,J158,1
4805,I610,J159,2
4806,I610,J181,1
4807,I610,J189,11
4808,I610,J200,1
4809,I610,J209,4
4810,I610,J40,1
4811,I610,J449,1
4812,I610,J677,1
4813,I610,J690,1
4814,I610,J80,2
4815,I610,J81,2
4816,I610,J938,1
4817,I610,J950,1
4818,I610,J952,7
4819,I610,J953,1
4820,I610,J960,12
4821,I610,J981,1
4822,I610,K449,1
4823,I610,K590,4
4824,I610,K659,1
4825,I610,K760,1
4826,I610,K920,1
4827,I610,K922,1
4828,I610,L309,1
4829,I610,M0086,1
4830,I610,M1006,1
4831,I610,M1009,1
4832,I610,M1099,4
4833,I610,M4199,1
4834,I610,M510,1
4835,I610,M6289,1
4836,I610,N083,1
4837,I610,N179,9
4838,I610,N183,1
4839,I610,N184,1
4840,I610,N185,2
4841,I610,N189,4
4842,I610,N390,14
4843,I610,N40,1
4844,I610,Q851,1
4845,I610,R000,1
4846,I610,R02,1
4847,I610,R101,2
4848,I610,R31,2
4849,I610,R33,3
4850,I610,R402,3
4851,I610,R409,1
4852,I610,R568,1
4853,I610,R572,1
4854,I610,R730,5
4855,I610,R739,2
4856,I610,T801,2
4857,I610,T827,1
4858,I611,A048,1
4859,I611,A099,1
4860,I611,B182,2
4861,I611,B957,1
4862,I611,B961,1
4863,I611,B962,2
4864,I611,B965,2
4865,I611,C189,1
4866,I611,C61,1
4867,I611,D333,1
4868,I611,D432,1
4869,I611,D469,1
4870,I611,D62,7
4871,I611,D649,1
4872,I611,D65,1
4873,I611,D680,1
4874,I611,D683,6
4875,I611,D689,3
4876,I611,D696,3
4877,I611,E119,23
4878,I611,E149,2
4879,I611,E222,2
4880,I611,E785,21
4881,I611,E789,4
4882,I611,E834,2
4883,I611,E835,1
4884,I611,E859,1
4885,I611,E870,4
4886,I611,E871,9
4887,I611,E872,4
4888,I611,E875,1
4889,I611,E876,3
4890,I611,E877,1
4891,I611,F03,3
4892,I611,F058,1
4893,I611,F109,1
4894,I611,F160,1
4895,I611,F29,1
4896,I611,G009,3
4897,I611,G20,2
4898,I611,G301,1
4899,I611,G309,1
4900,I611,G419,1
4901,I611,G459,1
4902,I611,G510,2
4903,I611,G819,12
4904,I611,G910,1
4905,I611,G911,17
4906,I611,G912,1
4907,I611,G919,6
4908,I611,G931,2
4909,I611,G935,7
4910,I611,G936,5
4911,I611,G938,1
4912,I611,G960,1
4913,I611,I050,1
4914,I611,I060,1
4915,I611,I10,73
4916,I611,I219,1
4917,I611,I251,4
4918,I611,I269,1
4919,I611,I340,1
4920,I611,I350,1
4921,I611,I429,1
4922,I611,I451,1
4923,I611,I460,3
4924,I611,I48,11
4925,I611,I493,1
4926,I611,I500,2
4927,I611,I517,2
4928,I611,I609,4
4929,I611,I612,1
4930,I611,I615,39
4931,I611,I616,14
4932,I611,I620,5
4933,I611,I634,1
4934,I611,I639,3
4935,I611,I64,1
4936,I611,I671,1
4937,I611,I676,4
4938,I611,I680,1
4939,I611,I694,13
4940,I611,I802,1
4941,I611,J150,5
4942,I611,J151,2
4943,I611,J152,2
4944,I611,J156,8
4945,I611,J181,1
4946,I611,J189,10
4947,I611,J209,1
4948,I611,J210,1
4949,I611,J449,1
4950,I611,J80,1
4951,I611,J81,1
4952,I611,J90,2
4953,I611,J950,2
4954,I611,J952,6
4955,I611,J960,7
4956,I611,J981,1
4957,I611,K290,1
4958,I611,K703,1
4959,I611,K759,2
4960,I611,K922,1
4961,I611,L959,1
4962,I611,M1007,1
4963,I611,M4809,1
4964,I611,M952,1
4965,I611,N179,4
4966,I611,N184,2
4967,I611,N185,2
4968,I611,N189,1
4969,I611,N390,16
4970,I611,N40,2
4971,I611,R33,3
4972,I611,R409,1
4973,I611,R568,6
4974,I611,R571,1
4975,I611,R572,3
4976,I611,R730,2
4977,I611,T801,1
4978,I611,T810,2
4979,I611,T814,1
4980,I613,A419,1
4981,I613,A530,1
4982,I613,B171,1
4983,I613,b181,1
4984,I613,B209,1
4985,I613,B24,1
4986,I613,C220,1
4987,I613,C73,1
4988,I613,D320,1
4989,I613,D696,1
4990,I613,E113,1
4991,I613,E119,5
4992,I613,E785,4
4993,I613,E789,4
4994,I613,E834,2
4995,I613,E871,2
4996,I613,E876,3
4997,I613,F059,1
4998,I613,F171,1
4999,I613,G819,2
5000,I613,G911,6
5001,I613,G935,1
5002,I613,G936,1
5003,I613,H360,1
5004,I613,I10,24
5005,I613,I251,1
5006,I613,I252,1
5007,I613,I471,1
5008,I613,I48,1
5009,I613,I609,1
5010,I613,I615,1
5011,I613,I616,2
5012,I613,I694,4
5013,I613,I770,1
5014,I613,I978,1
5015,I613,J40,1
5016,I613,J90,1
5017,I613,J960,3
5018,I613,K922,1
5019,I613,M1099,1
5020,I613,N184,1
5021,I613,N185,2
5022,I613,N40,1
5023,I613,R001,1
5024,I613,R13,1
5025,I613,R409,2
5026,I613,R471,1
5027,I613,R509,1
5028,I613,R568,3
5029,I613,R572,1
5030,I614,B24,1
5031,I614,B965,1
5032,I614,C029,1
5033,I614,C060,1
5034,I614,D62,1
5035,I614,D649,1
5036,I614,D696,1
5037,I614,E119,3
5038,I614,E785,2
5039,I614,E789,1
5040,I614,E871,2
5041,I614,E872,1
5042,I614,E873,1
5043,I614,E876,3
5044,I614,G039,1
5045,I614,G911,5
5046,I614,G919,2
5047,I614,G931,1
5048,I614,G935,1
5049,I614,I10,14
5050,I614,I260,1
5051,I614,I38,1
5052,I614,I48,1
5053,I614,I609,1
5054,I614,I615,7
5055,I614,I616,2
5056,I614,I714,1
5057,I614,I802,1
5058,I614,J181,1
5059,I614,J189,1
5060,I614,J952,1
5061,I614,J960,1
5062,I614,K922,1
5063,I614,N183,1
5064,I614,N189,1
5065,I614,N390,2
5066,I614,Q282,1
5067,I614,T813,1
5068,I615,A411,1
5069,I615,A419,1
5070,I615,B009,1
5071,I615,B965,1
5072,I615,D683,1
5073,I615,E039,1
5074,I615,E113,1
5075,I615,E149,1
5076,I615,E222,2
5077,I615,E785,1
5078,I615,E789,3
5079,I615,E871,1
5080,I615,E875,1
5081,I615,G819,3
5082,I615,G911,5
5083,I615,G912,1
5084,I615,G919,3
5085,I615,H360,1
5086,I615,I10,13
5087,I615,I251,2
5088,I615,I420,1
5089,I615,I48,2
5090,I615,I608,1
5091,I615,I610,3
5092,I615,I611,2
5093,I615,I616,1
5094,I615,I694,2
5095,I615,J150,2
5096,I615,J156,1
5097,I615,J159,1
5098,I615,J449,1
5099,I615,J690,2
5100,I615,J952,2
5101,I615,J960,3
5102,I615,M1099,2
5103,I615,N185,3
5104,I615,N390,1
5105,I615,T801,1
5106,I618,E119,1
5107,I618,E834,1
5108,I618,E870,1
5109,I618,E876,1
5110,I618,G470,1
5111,I618,G510,1
5112,I618,G911,1
5113,I618,G919,2
5114,I618,G935,1
5115,I618,I10,4
5116,I618,I269,1
5117,I618,I493,1
5118,I618,I609,1
5119,I618,I615,1
5120,I618,I635,1
5121,I618,I959,1
5122,I618,J159,1
5123,I618,J841,1
5124,I618,J960,1
5125,I618,J981,1
5126,I618,J988,1
5127,I618,K566,1
5128,I618,K590,1
5129,I618,K768,1
5130,I618,N179,1
5131,I618,N185,1
5132,I618,N390,1
5133,I618,R090,1
5134,I618,R11,1
5135,I618,R31,1
5136,I619,A415,1
5137,I619,A419,2
5138,I619,B24,1
5139,I619,B440,1
5140,I619,B961,1
5141,I619,C349,1
5142,I619,C793,1
5143,I619,C833,1
5144,I619,D352,1
5145,I619,D432,1
5146,I619,D474,1
5147,I619,D509,1
